2025-03-15 13:17:19,644 INFO    MainThread:175977 [wandb_init.py:init():804] starting run threads in backend
2025-03-15 13:17:34,398 INFO    MainThread:175977 [wandb_run.py:_console_start():2241] atexit reg
2025-03-15 13:17:34,398 INFO    MainThread:175977 [wandb_run.py:_redirect():2096] redirect: wrap_raw
2025-03-15 13:17:34,399 INFO    MainThread:175977 [wandb_run.py:_redirect():2161] Wrapping output streams.
2025-03-15 13:17:34,400 INFO    MainThread:175977 [wandb_run.py:_redirect():2186] Redirects installed.
2025-03-15 13:17:34,401 INFO    MainThread:175977 [wandb_init.py:init():847] run started, returning control to user process
2025-03-15 13:17:34,408 INFO    MainThread:175977 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2025-03-15 13:17:34,409 INFO    MainThread:175977 [wandb_init.py:_pause_backend():437] pausing backend
2025-03-15 13:17:34,417 INFO    MainThread:175977 [wandb_init.py:_resume_backend():442] resuming backend
2025-03-15 13:17:34,419 INFO    MainThread:175977 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2025-03-15 13:17:34,420 INFO    MainThread:175977 [wandb_init.py:_pause_backend():437] pausing backend
2025-03-15 13:17:34,424 INFO    MainThread:175977 [wandb_init.py:_resume_backend():442] resuming backend
2025-03-15 13:17:34,442 INFO    MainThread:175977 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2025-03-15 13:17:34,443 INFO    MainThread:175977 [wandb_init.py:_pause_backend():437] pausing backend
2025-03-15 13:17:34,447 INFO    MainThread:175977 [wandb_init.py:_resume_backend():442] resuming backend
2025-03-15 13:17:34,472 INFO    MainThread:175977 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2025-03-15 13:17:34,472 INFO    MainThread:175977 [wandb_init.py:_pause_backend():437] pausing backend
2025-03-15 13:17:34,475 INFO    MainThread:175977 [wandb_init.py:_resume_backend():442] resuming backend
2025-03-15 13:17:58,180 INFO    MainThread:175977 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2025-03-15 13:17:58,181 INFO    MainThread:175977 [wandb_init.py:_pause_backend():437] pausing backend
2025-03-15 13:18:38,216 INFO    MainThread:175977 [wandb_init.py:_resume_backend():442] resuming backend
2025-03-15 13:18:38,392 INFO    MainThread:175977 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2025-03-15 13:18:38,392 INFO    MainThread:175977 [wandb_init.py:_pause_backend():437] pausing backend
2025-03-15 13:18:43,092 INFO    MainThread:175977 [wandb_init.py:_resume_backend():442] resuming backend
2025-03-15 13:19:13,342 INFO    MainThread:175977 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2025-03-15 13:19:13,343 INFO    MainThread:175977 [wandb_init.py:_pause_backend():437] pausing backend
2025-03-15 13:19:13,348 INFO    MainThread:175977 [wandb_init.py:_resume_backend():442] resuming backend
2025-03-15 13:19:13,351 INFO    MainThread:175977 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2025-03-15 13:19:13,352 INFO    MainThread:175977 [wandb_init.py:_pause_backend():437] pausing backend
2025-03-15 13:21:24,989 INFO    MainThread:175977 [wandb_init.py:_resume_backend():442] resuming backend
2025-03-15 13:21:28,682 INFO    MainThread:175977 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2025-03-15 13:21:28,683 INFO    MainThread:175977 [wandb_init.py:_pause_backend():437] pausing backend
2025-03-15 13:23:24,435 INFO    MainThread:175977 [wandb_init.py:_resume_backend():442] resuming backend
2025-03-15 13:23:24,437 INFO    MainThread:175977 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2025-03-15 13:23:24,438 INFO    MainThread:175977 [wandb_init.py:_pause_backend():437] pausing backend
2025-03-15 13:23:42,504 INFO    MainThread:175977 [wandb_init.py:_resume_backend():442] resuming backend
2025-03-15 13:23:45,741 INFO    MainThread:175977 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2025-03-15 13:23:45,742 INFO    MainThread:175977 [wandb_init.py:_pause_backend():437] pausing backend
2025-03-15 13:28:42,748 INFO    MainThread:175977 [wandb_init.py:_resume_backend():442] resuming backend
2025-03-15 13:28:43,054 INFO    MainThread:175977 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2025-03-15 13:28:43,055 INFO    MainThread:175977 [wandb_init.py:_pause_backend():437] pausing backend
2025-03-15 13:28:53,971 INFO    MainThread:175977 [wandb_init.py:_resume_backend():442] resuming backend
2025-03-15 13:28:53,976 INFO    MainThread:175977 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2025-03-15 13:28:53,976 INFO    MainThread:175977 [wandb_init.py:_pause_backend():437] pausing backend
2025-03-15 13:30:24,251 INFO    MainThread:175977 [wandb_init.py:_resume_backend():442] resuming backend
2025-03-15 13:30:24,255 INFO    MainThread:175977 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2025-03-15 13:30:24,256 INFO    MainThread:175977 [wandb_init.py:_pause_backend():437] pausing backend
2025-03-15 13:30:29,781 INFO    MainThread:175977 [wandb_init.py:_resume_backend():442] resuming backend
2025-03-15 13:30:29,877 INFO    MainThread:175977 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2025-03-15 13:30:29,878 INFO    MainThread:175977 [wandb_init.py:_pause_backend():437] pausing backend
2025-03-15 13:33:45,780 INFO    MainThread:175977 [wandb_init.py:_resume_backend():442] resuming backend
2025-03-15 13:35:04,362 INFO    MainThread:175977 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2025-03-15 13:35:04,363 INFO    MainThread:175977 [wandb_init.py:_pause_backend():437] pausing backend
2025-03-15 13:36:38,271 INFO    MainThread:175977 [wandb_init.py:_resume_backend():442] resuming backend
2025-03-15 13:36:38,501 INFO    MainThread:175977 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2025-03-15 13:36:38,501 INFO    MainThread:175977 [wandb_init.py:_pause_backend():437] pausing backend
2025-03-15 13:36:45,136 INFO    MainThread:175977 [wandb_init.py:_resume_backend():442] resuming backend
2025-03-15 13:36:45,141 INFO    MainThread:175977 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2025-03-15 13:36:45,142 INFO    MainThread:175977 [wandb_init.py:_pause_backend():437] pausing backend
2025-03-15 13:36:47,386 INFO    MainThread:175977 [wandb_init.py:_resume_backend():442] resuming backend
2025-03-15 13:37:14,783 INFO    MainThread:175977 [wandb_watch.py:watch():51] Watching
2025-03-15 13:37:14,787 INFO    MainThread:175977 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2025-03-15 13:37:14,788 INFO    MainThread:175977 [wandb_init.py:_pause_backend():437] pausing backend
2025-03-15 13:41:30,538 INFO    MainThread:175977 [wandb_init.py:_resume_backend():442] resuming backend
2025-03-15 13:41:30,542 INFO    MainThread:175977 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2025-03-15 13:41:30,543 INFO    MainThread:175977 [wandb_init.py:_pause_backend():437] pausing backend
2025-03-15 13:41:31,789 INFO    MainThread:175977 [wandb_init.py:_resume_backend():442] resuming backend
2025-03-15 13:41:31,796 INFO    MainThread:175977 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2025-03-15 13:41:31,796 INFO    MainThread:175977 [wandb_init.py:_pause_backend():437] pausing backend
2025-03-15 13:41:46,479 INFO    MainThread:175977 [wandb_init.py:_resume_backend():442] resuming backend
2025-03-15 13:41:56,099 INFO    MainThread:175977 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2025-03-15 13:41:56,100 INFO    MainThread:175977 [wandb_init.py:_pause_backend():437] pausing backend
2025-03-15 13:42:05,201 INFO    MainThread:175977 [wandb_init.py:_resume_backend():442] resuming backend
2025-03-15 13:42:31,295 INFO    MainThread:175977 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2025-03-15 13:42:31,296 INFO    MainThread:175977 [wandb_init.py:_pause_backend():437] pausing backend
